Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name,,bad_ticker
REXR,Rexford Industrial Realty Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
REZI,Resideo Technologies Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RF,Regions Financial Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RFAP,1ST TR EXCHANGE/RIVERFRONT DYNAMIC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RFDI,1ST TR EXCHANGE/RIVERFRONT DYNAMIC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RFEM,1ST TR EXCHANGE/RIVERFRONT DYNAMIC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RFEU,1ST TR EXCHANGE/RIVERFRONT DYNAMIC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RFIL,"RF Industries, Ltd.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RFP,Resolute Forest Products Common Stock,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RGA,Reinsurance Group of America Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RGCO,RGC Resources Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RGEN,Repligen Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RGLD,"Royal Gold, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RGLS,Regulus Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RGNX,Regenxbio Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RGR,Sturm Ruger & Company Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RGS,Regis Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RH,"Restoration Hardware Holdings, Inc common stock",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RHI,Robert Half International Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RHP,Ryman Hospitality Properties Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RHT,Red Hat Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RIBT,RiceBran Technologies,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RICK,RCI Hospitality Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RIG,Transocean LTD,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RIGL,"Rigel Pharmaceuticals, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RILY,B. Riley Financial Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RILYG,B RILEY FINANCIAL SNR NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RILYI,B RILEY FINANCIAL 6.875 SNR NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RILYL,B RILEY FINANCIAL 7.50 SNR NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RING,ISHARES INC/MSCI GLB GOLD MINER,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RIO,Rio Tinto plc ADR Common Stock,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RIOT,Riot Blockchain Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RIVE,Riverview Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RJF,"Raymond James Financial, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RKDA,Arcadia Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RL,Ralph Lauren Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RLGY,Realogy Holdings Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RLH,Red Lion Hotels Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RLI,RLI Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RLJ,RLJ Lodging Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RLM,REALM THERAPEUT/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RM,Regional Management Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RMAX,Re/Max Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RMBL,RumbleON Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RMBS,Rambus Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RMCF,"Rocky Mountain Chocolate Factory, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RMD,ResMed Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RMED,RA Medical Systems Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RMNI,Rimini Street Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RMR,RMR Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RMTI,Rockwell Medical Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNDB,Randolph Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNDM,1ST TR EXCHANGE/DEVELOPED INTL EQUI,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNDV,1ST TR EXCHANGE/US EQUITY DIVID SEL,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNEM,1ST TR EXCHANGE/EMERGING MKTS EQUIT,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNET,RigNet Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNG,RingCentral Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RNGR,Ranger Energy Services Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RNLC,1ST TR EXCHANGE/LARGE CAP US EQUITY,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNMC,1ST TR EXCHANGE/MID CAP U S EQUITY,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNR,RenaissanceRe Holdings Ltd.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RNSC,1ST TR EXCHANGE/SMALL CAP US EQUITY,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNST,Renasant Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RNWK,RealNetworks Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROAD,Construction Partners Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROAN,Roan Resources Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ROBT,1ST TR EXCHANGE/NASDAQ ARTIFICIAL I,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROCK,Gibraltar Industries Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROG,Rogers Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ROIC,Retail Opportunity Investments Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROK,Rockwell Automation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ROKU,Roku Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROL,"Rollins, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ROLL,RBC Bearings Incorporated,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROP,Roper Technologies Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ROSE,Rosehill Resources Inc Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROST,"Ross Stores, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ROYT,Pacific Coast Oil Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RP,RealPage Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RPAI,Retail Properties of America Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RPD,Rapid7 Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RPM,RPM International Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RPT,Ramco-Gershenson Properties Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RRC,Range Resources Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RRD,RR Donnelley & Sons Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RRGB,"Red Robin Gourmet Burgers, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RRR,Red Rock Resorts Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RRTS,Roadrunner Transportation Systems Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RS,Reliance Steel & Aluminum Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RSG,"Republic Services, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RST,Rosetta Stone Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RTEC,Rudolph Technologies Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RTIX,RTI Surgical Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RTN,Raytheon Company,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RTRX,Retrophin Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RTTR,Ritter Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RUBI,The Rubicon Project Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RUBY,Rubius Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RUN,Sunrun Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RUSHA,"Rush Enterprises, Inc. Class A",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RUSHB,"Rush Enterprises, Inc. Class B",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RUTH,"Ruth's Hospitality Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RVEN,Reven Housing Reit Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RVI,Retail Value Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RVLT,Revolution Lighting Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RVNC,Revance Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RVSB,"Riverview Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RWGE,REGALWOOD GLB E/SH CL A,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RWLK,Rewalk Robotics Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RWT,"Redwood Trust, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RXN,Rexnord Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RY,Royal Bank of Canada,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RYAAY,Ryanair Holdings plc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RYAM,Rayonier Advanced Materials Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RYB,RYB Education Inc - ADR,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RYI,Ryerson Holding Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RYN,Rayonier Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RYTM,Rhythm Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
RZA,REINSURANCE 6.20 FTF RATE SUB DEBENT,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
RZB,REINSRNC GRP AMRC FXD FLT SUB DEBENT,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
S,Sprint Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SA,Seabridge Gold Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAB,SARATOGA INVESTMENT 6.75 NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SABR,Sabre Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAEX,SAExploration Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAF,SARATOGA INVT C/NT 20250831,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAFE,Safehold Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAFM,"Sanderson Farms, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAFT,"Safety Insurance Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAGE,SAGE Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAH,Sonic Automotive Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAIA,Saia Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAIC,Science Applications International Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAIL,Sailpoint Technologies Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAL,"Salisbury Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SALM,Salem Media Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SALT,Scorpio Bulkers Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAM,Boston Beer Company Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAMG,Silvercrest Asset Management Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAN,Banco Santander SA,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SANM,Sanmina Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SANW,S&W Seed Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAP,SAP SE,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SAR,Saratoga Investment Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SASR,Sandy Spring Bancorp Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SATS,Echostar Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAUC,"Diversified Restaurant Holdings, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SAVE,Spirit Airlines Incorporated,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SB,"Safe Bulkers, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SBAC,SBA Communications Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBBC,SCORPIO TANKERS 8.25 SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SBBP,Strongbridge Biopharma plc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBBX,SB One Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBCF,Seacoast Banking Corporation of Florida,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBFG,SB Financial Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBFGP,SB FIN 100 DS REP 1 SER A PERP PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBGI,Sinclair Broadcast Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBGL,Sibanye Gold Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SBH,"Sally Beauty Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SBLK,Star Bulk Carriers Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBNA,SCORPIO TANKERS 6.75 NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SBNY,Signature Bank,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBOT,Stellar Biotechnologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBOW,SilverBow Resources Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SBPH,Spring Bank Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBR,Sabine Royalty Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SBRA,Sabra Health Care REIT Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBS,Companhia de Saneamento Bsc DEDSP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SBSI,"Southside Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBT,Sterling Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SBUX,Starbucks Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SC,Santander Consumer USA Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCA,STELLUS CAPITAL INVESTMENT 5 75 NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCAC,SABAN CAP ACQUI/SH SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCCO,Southern Copper Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCHL,Scholastic Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCHN,"Schnitzer Steel Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCHW,Charles Schwab Corporation Common Stock,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCI,Service Corporation International,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCKT,"Socket Mobile, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCL,Stepan Company,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCM,Stellus Capital Investment Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCON,"Superconductor Technologies, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCOR,"COMSCORE, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCPH,Scpharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCS,Steelcase Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCSC,"ScanSource, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCVL,"Shoe Carnival, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCWX,Secureworks Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCX,L S Starrett Co Class A,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SCYX,SCYNEXIS Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SCZ,ISHARES TR/MSCI EAFE SMALL CAP,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SD,SandRidge Energy Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SDLP,Seadrill Partners LLC,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SDR,SandRidge Mississippian Trust II,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SDRL,Seadrill Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SDT,Sandridge Mississippian Trust I,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SDVY,1ST TR EXHCANGE/SMID CAP RISING DIV,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SE,Sea Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SEAC,SeaChange International,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SEAS,SeaWorld Entertainment Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SECO,Secoo Holding Ltd - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SEDG,Solaredge Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SEE,Sealed Air Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SEED,Origin Agritech Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SEIC,SEI Investments Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SELB,Selecta Biosciences Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SELF,Global Self Storage Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SEM,Select Medical Holdings Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SEMG,SemGroup Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SENEA,Seneca Foods Corp Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SENEB,Seneca Foods Corp Class B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SERV,Servicemaster Global Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SES,"Synthesis Energy Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SESN,Sesen Bio Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SF,Stifel Financial Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SFB,STIFEL FINANCIAL 5 20 SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SFBC,Sound Financial Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SFBS,"ServisFirst Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SFE,"Safeguard Scientifics, Inc",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SFET,SAFE T GRP LTD/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SFIX,Stitch Fix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SFL,Ship Finance International Limited,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SFLY,"Shutterfly, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SFM,Sprouts Farmers Market Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SFNC,Simmons First National Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SFS,Smart & Final Stores Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SFST,"Southern First Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SFUN,Fang Holdings Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SGA,"Saga Communications, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGBX,SG Blocks Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGC,Superior Group of Companies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGEN,"Seattle Genetics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGH,Smart Global Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGLB,Sigma Labs Inc. Common Stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGMA,SigmaTron International,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGMO,Sangamo Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGMS,Scientific Games Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGOC,"SGOCO Group, Ltd. Ordinary Shares",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGRP,SPAR Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGRY,Surgery Partners Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGU,Star Group LP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SGYP,Synergy Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SGZA,SELECTIVE INSURANCE 5.875% SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SHAK,Shake Shack Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SHBI,"Shore Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SHEN,Shenandoah Telecommunications Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SHG,"Shinhan Financial Group Co., Ltd.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SHI,Sinopec Shanghai Petrochemical Co. ADR,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SHIP,Seanergy Maritime Holdings Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SHLO,"Shiloh Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SHLX,Shell Midstream Partners LP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SHO,Sunstone Hotel Investors Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SHOO,"Steven Madden, Ltd.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SHOP,Shopify Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SHOS,Sears Hometown and Outlet Stores Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SHSP,SharpSpring Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SHV,iShares Barclays Short Treasury Bond Fnd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SHW,Sherwin-Williams Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SHY,iShares Barclays 1-3 Year Treasry Bnd Fd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SIBN,SI-Bone Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SIC,Select Interior Concepts Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SID,Companhia Siderurgica Nacional,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
SIEB,Siebert Financial Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SIEN,Sientra Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SIFI,"SI Financial Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
SIFY,Sify Technologies Limited,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
